protein,contact_record_present,mapping_accepted,status,error,mapping_status,alignment_identity,input_coverage,experimental_method,resolution_angstrom,pdb_file,contact_source_json,pdb_atom_count_first_model,water_primary_eligible,water_eligibility_reason,target_chain_ids,n_target_heavy_atoms,n_target_polar_atoms,n_foreign_chain_polar_atoms,n_ordinary_contact_edges,n_nonlocal_contact_edges,n_contact_communities,n_ecod_labeled_residues,n_ecod_domains,all_water_count,occupancy_pass_count,bfactor_pass_count,retained_water_count,excluded_foreign_chain_contact_count,protein_bfactor_median,protein_bfactor_scaled_mad,water_bfactor_limit
2o4t_A,True,True,ok,,aligned,1.0,0.9,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2o4t.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,756.0,True,eligible,A,686.0,244.0,0.0,367.0,192.0,7.0,90.0,1.0,56.0,56.0,47.0,39.0,0.0,46.205,5.1372089999999995,61.616626999999994
2o6x_A,True,True,ok,,aligned,1.0,0.9870967741935484,X-RAY DIFFRACTION,1.4,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2o6x.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2821.0,True,eligible,A,2433.0,909.0,0.0,1563.0,957.0,14.0,306.0,2.0,388.0,388.0,142.0,131.0,0.0,12.59,5.144622000000001,28.023866
2o74_F,True,True,ok,,aligned,1.0,0.9655172413793104,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2o74.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,8749.0,True,eligible,F,1335.0,495.0,2434.0,762.0,429.0,7.0,165.0,1.0,788.0,788.0,545.0,113.0,7.0,20.67,6.167616,39.172848
2o7o_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.89,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2o7o.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1783.0,True,eligible,A,1641.0,610.0,0.0,915.0,504.0,12.0,200.0,2.0,102.0,102.0,102.0,96.0,0.0,35.71,8.347038000000003,60.75111400000001
2obl_A,True,True,ok,,aligned,1.0,0.9971181556195965,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2obl.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2878.0,True,eligible,A,2636.0,968.0,0.0,1729.0,1040.0,13.0,345.0,2.0,232.0,232.0,189.0,154.0,0.0,19.060000000000002,7.931910000000002,42.85573000000001
2oeb_A,True,True,ok,,aligned,1.0,0.9806451612903225,X-RAY DIFFRACTION,1.66,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2oeb.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1350.0,True,eligible,A,1201.0,429.0,0.0,726.0,425.0,8.0,152.0,1.0,149.0,149.0,103.0,81.0,0.0,21.89,6.434483999999999,41.193452
2oez_B,True,True,ok,,aligned,1.0,0.9838056680161943,X-RAY DIFFRACTION,1.97,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2oez.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4412.0,True,eligible,B,1999.0,714.0,700.0,1074.0,593.0,11.0,242.0,2.0,424.0,424.0,392.0,146.0,14.0,56.42,7.872606000000003,80.03781800000002
2ofz_A,True,True,ok,,aligned,1.0,0.9565217391304348,X-RAY DIFFRACTION,1.17,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ofz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1226.0,True,eligible,A,1037.0,385.0,0.0,585.0,330.0,12.0,132.0,1.0,185.0,185.0,13.0,13.0,0.0,5.5,2.327682,12.483046
2onf_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2onf.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2630.0,True,eligible,B,1130.0,407.0,402.0,609.0,332.0,13.0,139.0,1.0,306.0,306.0,130.0,50.0,21.0,21.59,4.3217789999999985,34.555336999999994
2op6_A,True,True,ok,,aligned,1.0,0.9868421052631579,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2op6.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1311.0,True,eligible,A,1145.0,439.0,0.0,720.0,423.0,6.0,150.0,1.0,166.0,166.0,69.0,64.0,0.0,17.6,4.685016000000003,31.655048000000008
2ot9_A,True,True,ok,,aligned,1.0,0.9944444444444445,X-RAY DIFFRACTION,1.97,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ot9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1576.0,True,eligible,A,1454.0,531.0,0.0,832.0,477.0,9.0,179.0,1.0,111.0,111.0,57.0,55.0,0.0,26.045,3.9585419999999996,37.920626
2ov9_C,True,True,ok,,aligned,1.0,0.9537037037037037,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ov9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,6346.0,True,eligible,C,1520.0,576.0,1655.0,986.0,577.0,11.0,206.0,2.0,401.0,401.0,325.0,90.0,15.0,34.06,6.901502999999999,54.764509000000004
2ovj_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.49,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ovj.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1749.0,True,eligible,A,1562.0,563.0,0.0,965.0,566.0,7.0,201.0,1.0,171.0,171.0,60.0,58.0,0.0,12.795,3.832521000000001,24.292563
2ox7_B,True,True,ok,,aligned,1.0,0.9290322580645162,X-RAY DIFFRACTION,1.78,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ox7.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,5377.0,True,eligible,B,1183.0,414.0,1210.0,614.0,329.0,15.0,142.0,2.0,663.0,663.0,450.0,106.0,20.0,26.53,7.294391999999997,48.41317599999999
2oxl_B,True,True,ok,,aligned,1.0,0.96875,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2oxl.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1025.0,True,eligible,B,477.0,178.0,176.0,262.0,141.0,6.0,62.0,1.0,31.0,31.0,31.0,17.0,1.0,22.63,9.043859999999997,49.761579999999995
2oxo_A,True,True,ok,,aligned,1.0,0.9029126213592233,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2oxo.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,804.0,True,eligible,A,701.0,257.0,0.0,409.0,226.0,5.0,93.0,1.0,98.0,98.0,52.0,38.0,0.0,22.27,4.581233999999999,36.013701999999995
2oy9_B,True,True,ok,,aligned,1.0,0.8367346938775511,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2oy9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1540.0,True,eligible,B,692.0,254.0,257.0,348.0,187.0,9.0,82.0,1.0,133.0,133.0,102.0,39.0,9.0,14.095,6.4493100000000005,33.442930000000004
2oya_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.77,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2oya.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1791.0,True,eligible,B,792.0,317.0,317.0,518.0,317.0,8.0,102.0,1.0,192.0,192.0,58.0,31.0,4.0,8.705,3.0467429999999993,17.845228999999996
2ozl_A,True,True,ok,,aligned,1.0,0.9917808219178083,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ozl.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,11517.0,True,eligible,A,2827.0,1053.0,2889.0,1875.0,1154.0,7.0,361.0,1.0,757.0,757.0,591.0,119.0,40.0,12.29,5.9304,30.0812
2p12_A,True,True,ok,,aligned,1.0,0.9431818181818182,X-RAY DIFFRACTION,1.63,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p12.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3252.0,True,eligible,A,1359.0,494.0,486.0,797.0,468.0,9.0,165.0,1.0,528.0,528.0,128.0,61.0,6.0,20.83,3.6027179999999994,31.638153999999997
2p2v_A,True,True,ok,,aligned,1.0,0.9548611111111112,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p2v.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2563.0,True,eligible,A,2272.0,786.0,0.0,1247.0,703.0,13.0,275.0,1.0,200.0,200.0,198.0,168.0,0.0,33.135000000000005,12.81707700000001,71.58623100000003
2p3p_B,True,True,ok,,aligned,1.0,0.9565217391304348,X-RAY DIFFRACTION,1.76,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p3p.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3740.0,True,eligible,B,1598.0,577.0,564.0,883.0,493.0,10.0,195.0,1.0,556.0,556.0,91.0,40.0,1.0,10.86,3.3655019999999993,20.956505999999997
2p54_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.79,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p54.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,2517.0,True,eligible,A,2099.0,750.0,36.0,1225.0,694.0,11.0,267.0,1.0,268.0,268.0,204.0,159.0,2.0,22.72,7.146132,44.158395999999996
2p58_A,True,True,ok,,aligned,1.0,0.8307692307692308,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p58.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1857.0,True,eligible,A,427.0,155.0,429.0,217.0,112.0,6.0,54.0,1.0,227.0,227.0,97.0,29.0,4.0,19.03,6.345528000000002,38.066584000000006
2p6h_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p6h.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,2305.0,True,eligible,B,1043.0,381.0,381.0,642.0,377.0,7.0,134.0,1.0,189.0,189.0,137.0,51.0,4.0,29.01,7.3240440000000016,50.98213200000001
2p6v_A,True,False,mapping_rejected,,low_quality,0.9887640449438202,0.7807017543859649,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p6v.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,,,,,,,,,,,,,,,,,,,,
2p84_A,True,True,ok,,aligned,1.0,0.9172413793103448,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p84.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1220.0,True,eligible,A,1118.0,406.0,0.0,579.0,316.0,14.0,133.0,2.0,102.0,102.0,93.0,79.0,0.0,32.59,11.260347000000003,66.37104100000002
2p9x_D,True,True,ok,,aligned,1.0,0.98989898989899,X-RAY DIFFRACTION,1.65,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2p9x.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3453.0,True,eligible,D,766.0,279.0,826.0,445.0,252.0,8.0,98.0,1.0,400.0,400.0,226.0,57.0,9.0,29.884999999999998,6.441896999999998,49.210691
2pa6_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pa6.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,7431.0,True,eligible,B,3291.0,1212.0,1212.0,2307.0,1456.0,9.0,427.0,2.0,849.0,849.0,529.0,206.0,15.0,20.81,6.152789999999998,39.26836999999999
2pag_A,True,True,ok,,aligned,1.0,0.9777777777777777,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pag.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1211.0,True,eligible,A,1076.0,380.0,0.0,606.0,348.0,7.0,132.0,1.0,133.0,133.0,98.0,90.0,0.0,17.045,5.226165000000003,32.723495000000014
2pbk_B,True,True,ok,,aligned,1.0,0.9956140350877193,X-RAY DIFFRACTION,1.73,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pbk.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4155.0,True,eligible,B,1747.0,627.0,657.0,1073.0,624.0,12.0,227.0,1.0,530.0,530.0,259.0,108.0,8.0,27.21,4.744319999999998,41.44296
2pcn_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pcn.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1455.0,True,eligible,A,1193.0,441.0,0.0,839.0,520.0,8.0,161.0,1.0,258.0,258.0,77.0,68.0,0.0,13.96,4.922232,28.726696
2pfx_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pfx.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3314.0,True,eligible,A,1491.0,539.0,510.0,885.0,506.0,11.0,187.0,1.0,315.0,315.0,188.0,73.0,15.0,13.9,4.922232,28.666696
2phn_A,True,True,ok,,aligned,1.0,0.9763779527559056,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2phn.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4483.0,True,eligible,A,1902.0,707.0,709.0,1220.0,727.0,10.0,248.0,2.0,576.0,576.0,372.0,150.0,21.0,16.985,6.753242999999999,37.244729
2pmb_C,True,True,ok,,aligned,1.0,0.9393939393939394,X-RAY DIFFRACTION,1.99,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pmb.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,14335.0,True,eligible,C,3412.0,1229.0,3617.0,2162.0,1309.0,16.0,434.0,2.0,543.0,543.0,543.0,103.0,20.0,33.785,11.779256999999998,69.12277099999999
2pmk_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2pmk.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2213.0,True,eligible,A,1912.0,706.0,0.0,1177.0,694.0,13.0,241.0,1.0,232.0,232.0,169.0,145.0,0.0,25.37,6.738416999999999,45.585251
